ID,Gender,Age,Race_Ethnicity,Religion,Continent,Education,Experience_Years,Interview_Score,Technical_Score,Communication_Score,Fair_Score,Biased_Score,Selected_Fair,Selected
6482,Male,33,Asian,Christian,Asia,Bachelor,2.0,52.2,62.1,48.2,0.3656,0.2845,0,0
6483,Female,28,Hispanic,Muslim,Asia,High School,2.2,80.7,72.2,70.2,0.4088,0.1708,0,0
6484,Male,29,Hispanic,Muslim,Europe,Bachelor,1.9,54.5,52.4,81.6,0.3859,0.2656,0,0
6485,Male,65,Black,Buddhist,Asia,Bachelor,6.5,63.6,56.4,79.3,0.4567,0.2361,0,0
6486,Female,33,White,Muslim,South America,High School,2.7,67.2,79.7,78.1,0.4102,0.2512,0,0
6487,Female,38,White,Muslim,Asia,Master,9.2,74.7,65.5,71.1,0.6055,0.3892,1,0
6488,Male,36,White,Unaffiliated,North America,Bachelor,4.0,83.3,87.0,69.2,0.5531,0.5386,0,1
6489,Male,33,Other,Unaffiliated,Asia,Bachelor,5.2,66.4,73.5,65.5,0.4811,0.3268,0,0
6490,Female,21,White,Muslim,Oceania,High School,1.3,69.1,74.6,69.6,0.3781,0.2633,0,0
6491,Female,42,White,Muslim,Asia,Bachelor,4.0,85.0,46.1,70.9,0.449,0.2695,0,0
6492,Male,32,Black,Buddhist,Europe,High School,2.6,68.9,92.4,80.4,0.4506,0.3358,0,0
6493,Male,21,White,Buddhist,South America,Bachelor,3.5,80.3,74.3,60.6,0.4963,0.4011,0,0
6494,Male,34,White,Christian,Asia,Master,4.3,82.8,51.1,62.5,0.5326,0.4656,0,0
6495,Non-Binary,36,White,Muslim,North America,Master,4.9,84.8,38.3,70.0,0.5176,0.4195,0,0
6496,Male,44,Hispanic,Christian,North America,Bachelor,2.1,53.5,66.3,67.6,0.4053,0.331,0,0
6497,Male,21,White,Hindu,North America,Bachelor,4.5,79.2,66.9,64.0,0.4867,0.4392,0,0
6498,Male,31,White,Buddhist,Europe,Bachelor,6.3,63.8,84.5,78.0,0.5297,0.4788,0,1
6499,Male,26,White,Christian,North America,PhD,9.0,62.2,56.0,83.5,0.6461,0.6763,1,1
6500,Female,24,White,Christian,Asia,PhD,6.0,76.0,81.1,62.7,0.6954,0.5042,1,1
6501,Male,35,White,Christian,Europe,Bachelor,4.8,71.2,75.0,39.0,0.4603,0.488,0,1
6502,Male,28,Other,Unaffiliated,North America,High School,4.3,70.9,73.7,80.2,0.4198,0.3582,0,0
6503,Male,38,White,Jewish,North America,Master,4.7,67.2,95.9,65.3,0.6222,0.6055,1,1
6504,Male,24,White,Christian,South America,Bachelor,0.2,65.3,80.2,68.7,0.4564,0.3731,0,0
6505,Male,31,Other,Christian,North America,Master,1.9,78.3,70.9,69.3,0.5623,0.4967,0,1
6506,Female,35,Hispanic,Hindu,Africa,Bachelor,4.4,53.4,55.8,62.3,0.3903,0.1966,0,0
6507,Female,37,White,Muslim,Africa,PhD,2.6,70.2,88.5,53.5,0.6597,0.3749,1,0
6508,Female,34,White,Muslim,Europe,Bachelor,4.2,51.4,72.4,90.6,0.4638,0.3194,0,0
6509,Female,32,Asian,Hindu,Africa,Bachelor,3.6,68.1,91.7,71.1,0.5273,0.3141,0,0
6510,Female,27,White,Muslim,Asia,Master,2.3,62.1,63.2,84.3,0.524,0.3404,0,0
6511,Male,48,Black,Hindu,Asia,Master,11.0,87.9,83.1,71.2,0.7014,0.3727,1,0
6512,Female,35,White,Unaffiliated,Europe,Master,3.3,66.0,52.7,92.2,0.5239,0.4701,0,0
6513,Female,21,White,Unaffiliated,South America,High School,4.6,71.0,62.9,77.5,0.3901,0.3055,0,0
6514,Female,21,Black,Christian,Asia,Bachelor,7.0,80.1,87.4,58.8,0.5598,0.3109,0,0
6515,Female,44,White,Muslim,Europe,Master,2.3,85.6,75.8,61.5,0.5873,0.4125,0,0
6516,Male,21,White,Christian,Asia,High School,4.4,83.1,76.9,70.1,0.4467,0.3694,0,0
6517,Female,34,Hispanic,Christian,North America,Bachelor,4.5,81.0,71.6,55.4,0.4931,0.3566,0,0
6518,Female,21,White,Hindu,Europe,Master,12.2,85.4,63.5,77.7,0.661,0.5195,1,1
6519,Non-Binary,34,White,Muslim,North America,Bachelor,6.6,54.1,58.5,84.1,0.4459,0.3401,0,0
6520,Male,36,Black,Jewish,Asia,Master,6.4,67.5,46.3,61.5,0.4993,0.3085,0,0
6521,Male,41,Hispanic,Christian,Asia,High School,4.1,54.1,75.6,74.0,0.3741,0.267,0,0
6522,Male,32,White,Christian,Oceania,Bachelor,3.3,72.8,53.9,77.2,0.4418,0.4592,0,0
6523,Female,32,Hispanic,Christian,North America,High School,1.0,61.8,91.7,48.4,0.3772,0.2796,0,0
6524,Male,22,White,Jewish,Asia,Bachelor,8.5,68.7,87.9,76.0,0.5678,0.4805,0,1
6525,Male,30,Black,Unaffiliated,Asia,Bachelor,3.1,56.2,58.7,84.2,0.4209,0.2431,0,0
6526,Non-Binary,33,Hispanic,Muslim,Asia,Bachelor,2.9,76.0,84.7,65.3,0.5144,0.2688,0,0
6527,Male,33,Asian,Hindu,North America,Bachelor,3.5,73.1,85.4,78.2,0.5306,0.4293,0,0
6528,Female,31,Black,Christian,Europe,Bachelor,7.8,71.1,72.4,68.1,0.5158,0.3281,0,0
6529,Male,22,White,Muslim,Oceania,Bachelor,4.4,81.5,78.5,50.9,0.5064,0.3845,0,0
6530,Female,21,White,Muslim,Africa,Master,5.3,62.6,60.0,51.7,0.5023,0.2893,0,0
6531,Female,48,White,Christian,Europe,Bachelor,3.5,40.1,55.2,72.1,0.3603,0.3104,0,0
6532,Female,38,White,Buddhist,Europe,Bachelor,2.9,65.7,82.0,56.7,0.4711,0.4194,0,0
6533,Female,56,White,Christian,North America,Master,5.3,80.0,100.0,74.8,0.6819,0.5468,1,1
6534,Male,37,Other,Hindu,North America,Bachelor,2.1,33.9,44.2,74.8,0.3064,0.2439,0,0
6535,Male,39,Asian,Christian,Africa,Bachelor,1.7,61.6,82.5,87.6,0.4904,0.3693,0,0
6536,Male,23,White,Unaffiliated,Asia,High School,7.2,81.1,54.0,66.0,0.3995,0.3348,0,0
6537,Female,47,Black,Christian,Asia,Master,3.4,92.4,53.1,70.7,0.5639,0.257,0,0
6538,Female,21,Hispanic,Christian,Oceania,Bachelor,4.5,51.0,65.8,94.7,0.4528,0.3006,0,0
6539,Male,39,White,Unaffiliated,North America,Master,7.2,30.2,60.6,72.0,0.4664,0.4629,0,0
6540,Female,34,White,Christian,North America,Master,1.5,60.8,33.6,75.3,0.4226,0.3921,0,0
6541,Male,47,White,Hindu,Africa,Bachelor,6.3,50.6,82.9,52.1,0.4606,0.3163,0,0
6542,Female,31,White,Christian,Europe,Bachelor,7.0,69.3,42.8,46.8,0.3979,0.3297,0,0
6543,Non-Binary,33,Black,Hindu,Asia,High School,2.6,73.0,84.2,70.6,0.4263,0.2316,0,0
6544,Male,21,Other,Muslim,Europe,Master,8.1,78.2,66.9,57.8,0.5915,0.4129,0,0
6545,Female,21,White,Hindu,Asia,Master,10.0,64.9,83.9,84.4,0.6547,0.4337,1,0
6546,Male,36,Black,Christian,Asia,High School,2.4,66.2,50.0,65.0,0.3085,0.2356,0,0
6547,Female,44,White,Buddhist,Oceania,Bachelor,4.7,100.0,60.3,65.0,0.523,0.4538,0,0
6548,Female,35,Asian,Muslim,Europe,Bachelor,2.2,79.7,66.0,64.6,0.466,0.2936,0,0
6549,Male,31,Asian,Muslim,South America,Master,6.2,80.9,59.2,55.1,0.5573,0.389,0,0
6550,Male,36,White,Christian,Africa,High School,6.8,69.4,64.1,67.9,0.3968,0.3253,0,0
6551,Male,34,Asian,Unaffiliated,North America,Bachelor,1.0,60.6,78.6,69.4,0.4485,0.3999,0,0
6552,Female,39,White,Buddhist,Africa,Bachelor,7.1,75.9,68.7,51.4,0.4906,0.3512,0,0
6553,Female,23,White,Christian,Africa,Master,2.4,78.7,60.9,68.0,0.5391,0.3696,0,0
6554,Male,35,Black,Buddhist,Asia,Bachelor,5.5,76.9,66.5,67.3,0.4929,0.3249,0,0
6555,Female,22,White,Christian,Europe,Bachelor,2.5,76.3,70.1,81.5,0.4924,0.4293,0,0
6556,Female,44,White,Unaffiliated,Asia,Bachelor,6.0,75.3,54.8,50.4,0.4407,0.3328,0,0
6557,Male,22,Black,Christian,Asia,High School,1.6,71.3,59.7,65.7,0.3411,0.1859,0,0
6558,Male,30,White,Christian,Asia,Bachelor,2.1,54.8,53.5,65.1,0.3708,0.3218,0,0
6559,Female,38,White,Christian,North America,Bachelor,7.0,64.8,58.1,64.7,0.4504,0.4202,0,0
6560,Female,21,White,Jewish,North America,Master,13.9,79.7,77.6,92.6,0.7187,0.5496,1,1
6561,Male,24,White,Christian,Asia,Master,0.7,71.8,44.4,72.0,0.4676,0.3985,0,0
6562,Male,55,White,Christian,Europe,Master,4.2,51.1,35.2,61.1,0.4091,0.3752,0,0
6563,Male,42,White,Hindu,Europe,Bachelor,3.6,66.8,45.7,83.1,0.4149,0.3557,0,0
6564,Female,36,Hispanic,Christian,Asia,Master,8.0,87.8,70.6,46.1,0.6096,0.3662,1,0
6565,Male,39,Asian,Christian,South America,Master,2.8,73.9,63.9,73.8,0.5462,0.4617,0,0
6566,Male,21,White,Jewish,Europe,High School,8.3,77.8,94.7,62.6,0.5067,0.4936,0,1
6567,Female,39,White,Unaffiliated,Africa,Bachelor,4.3,78.0,68.2,59.3,0.4796,0.3265,0,0
6568,Female,52,Black,Hindu,Asia,PhD,2.9,46.3,77.6,57.2,0.5788,0.2899,0,0
6569,Male,28,Other,Muslim,Oceania,Master,3.6,80.3,74.4,79.3,0.6041,0.4237,1,0
6570,Male,51,White,Christian,Oceania,Master,5.7,77.5,58.7,69.5,0.5611,0.495,0,1
6571,Female,28,Asian,Buddhist,North America,Bachelor,3.9,79.3,55.2,60.4,0.4456,0.3056,0,0
6572,Male,34,White,Christian,Oceania,Master,7.7,81.5,73.6,65.9,0.6243,0.6541,1,1
6573,Male,21,Other,Christian,Europe,Master,3.1,74.5,47.6,72.1,0.5041,0.4021,0,0
6574,Female,37,White,Christian,Asia,Bachelor,5.4,54.6,65.0,83.8,0.4538,0.3535,0,0
6575,Male,34,Other,Hindu,Africa,Master,8.3,68.4,92.7,64.3,0.647,0.4259,1,0
6576,Female,30,White,Muslim,North America,Bachelor,3.7,47.4,58.4,68.8,0.3846,0.2705,0,0
6577,Female,24,Other,Unaffiliated,North America,Bachelor,3.9,90.2,58.2,59.1,0.4788,0.3356,0,0
6578,Male,35,White,Christian,Asia,High School,4.2,76.8,46.1,59.2,0.3327,0.2939,0,0
6579,Male,26,White,Buddhist,North America,Master,2.7,51.6,45.0,84.4,0.4527,0.4599,0,0
6580,Female,44,Hispanic,Muslim,Europe,Bachelor,3.1,53.6,60.4,93.5,0.4307,0.2128,0,0
6581,Female,35,Hispanic,Christian,Africa,Bachelor,6.2,67.9,53.7,63.7,0.4379,0.2225,0,0
6582,Female,28,Black,Hindu,Europe,Bachelor,3.4,57.0,82.5,68.8,0.4706,0.2688,0,0
6583,Female,43,White,Buddhist,North America,Bachelor,3.0,76.8,51.1,58.3,0.4178,0.3541,0,0
6584,Male,28,Hispanic,Christian,Europe,Bachelor,3.6,86.6,88.6,57.1,0.5469,0.4343,0,0
6585,Female,42,Asian,Christian,North America,Bachelor,11.4,85.0,58.8,76.1,0.555,0.4463,0,0
6586,Male,34,White,Unaffiliated,Europe,Bachelor,2.4,82.8,82.6,66.2,0.5222,0.5181,0,1
6587,Male,21,Black,Christian,Europe,High School,8.7,45.7,89.1,62.4,0.416,0.307,0,0
6588,Male,38,Asian,Unaffiliated,Oceania,Bachelor,1.2,66.8,74.2,54.6,0.4351,0.3614,0,0
6589,Male,32,Black,Jewish,Europe,Bachelor,4.6,48.3,84.5,46.5,0.4373,0.3095,0,0
6590,Female,38,Hispanic,Hindu,Europe,Master,6.9,68.7,61.6,56.7,0.5419,0.3342,0,0
6591,Male,35,Asian,Christian,South America,Bachelor,2.5,67.6,81.9,50.0,0.4636,0.4053,0,0
6592,Male,35,Hispanic,Christian,South America,Bachelor,5.9,63.9,78.2,76.3,0.5073,0.3611,0,0
6593,Male,33,Hispanic,Muslim,Asia,Bachelor,4.0,68.0,72.7,74.0,0.4829,0.2767,0,0
6594,Female,61,Other,Christian,North America,Master,3.9,75.0,35.8,78.4,0.4884,0.3112,0,0
6595,Female,38,Asian,Christian,South America,PhD,7.4,52.8,68.1,58.5,0.6104,0.4256,1,0
6596,Male,21,Hispanic,Christian,South America,Master,3.0,79.6,73.5,59.1,0.5695,0.3899,0,0
6597,Male,21,White,Christian,Asia,Bachelor,7.3,41.3,76.6,71.1,0.4533,0.3747,0,0
6598,Male,37,White,Christian,North America,Master,2.4,44.8,78.7,64.4,0.4994,0.5114,0,1
6599,Female,27,Black,Christian,Asia,Master,3.1,83.7,92.0,64.6,0.6373,0.3808,1,0
6600,Female,43,Hispanic,Jewish,Africa,Bachelor,6.0,62.3,72.9,73.8,0.4868,0.2639,0,0
6601,Female,36,White,Hindu,Africa,Master,7.4,79.3,61.5,71.8,0.591,0.3879,0,0
6602,Female,36,White,Unaffiliated,North America,Bachelor,3.4,59.9,72.6,68.3,0.4503,0.4019,0,0
6603,Male,23,White,Christian,Europe,Bachelor,3.7,72.0,91.4,65.8,0.5303,0.5218,0,1
6604,Female,38,Hispanic,Buddhist,Africa,PhD,6.4,67.4,84.4,69.4,0.6951,0.3973,1,0
6605,Female,34,Asian,Muslim,Europe,Master,4.9,51.1,71.4,47.3,0.4958,0.3196,0,0
6606,Male,23,Asian,Hindu,Asia,Master,5.3,50.7,73.0,79.6,0.543,0.3458,0,0
6607,Male,23,White,Muslim,Europe,PhD,6.0,73.5,56.6,76.3,0.6401,0.4909,1,1
6608,Female,49,White,Jewish,Asia,PhD,9.0,81.6,79.0,58.7,0.7249,0.4832,1,1
6609,Female,38,White,Christian,Europe,Bachelor,3.2,78.7,59.7,83.4,0.4788,0.4272,0,0
6610,Male,29,White,Christian,Asia,Bachelor,2.7,65.6,63.7,72.1,0.4389,0.3722,0,0
6611,Female,27,Black,Christian,Asia,Master,3.3,80.7,77.7,73.7,0.6044,0.3323,1,0
6612,Female,33,White,Christian,Asia,Bachelor,5.8,88.6,89.6,63.6,0.582,0.4309,0,0
6613,Male,35,White,Muslim,North America,High School,9.1,64.5,49.6,61.7,0.3582,0.2684,0,0
6614,Male,21,White,Hindu,Oceania,Master,6.2,56.4,67.8,69.7,0.5385,0.4825,0,1
6615,Male,31,White,Hindu,Asia,Bachelor,2.3,82.3,96.9,65.4,0.5577,0.4443,0,0
6616,Female,21,White,Christian,Oceania,High School,5.4,57.0,67.8,79.4,0.3784,0.3414,0,0
6617,Male,32,White,Hindu,North America,Master,9.1,72.0,76.7,55.9,0.6092,0.5844,1,1
6618,Male,47,White,Christian,Oceania,Bachelor,3.9,69.4,59.1,73.1,0.4476,0.4013,0,0
6619,Female,21,White,Christian,South America,PhD,5.0,49.0,66.2,68.3,0.587,0.4485,0,0
6620,Female,31,White,Hindu,Asia,Bachelor,6.3,91.2,63.9,52.6,0.5097,0.3663,0,0
6621,Male,30,Black,Hindu,Africa,Bachelor,2.6,60.4,78.4,66.7,0.4582,0.2622,0,0
6622,Male,21,Other,Hindu,North America,Bachelor,8.0,48.7,98.3,58.3,0.5202,0.4034,0,0
6623,Male,28,White,Christian,Europe,PhD,7.6,69.1,59.3,89.5,0.6672,0.6694,1,1
6624,Female,21,Black,Unaffiliated,Europe,High School,6.9,57.1,91.6,71.8,0.4466,0.2455,0,0
6625,Female,23,Asian,Unaffiliated,Asia,Master,4.6,72.6,72.9,57.1,0.5623,0.3415,0,0
6626,Male,34,White,Muslim,Africa,High School,6.6,76.2,78.8,81.4,0.4683,0.3077,0,0
6627,Female,36,White,Unaffiliated,Asia,Master,11.9,60.5,64.5,49.7,0.5649,0.4067,0,0
6628,Female,29,White,Christian,Europe,Master,4.0,91.5,67.5,77.0,0.6137,0.5463,1,1
6629,Female,46,White,Muslim,North America,Bachelor,2.9,76.0,73.3,91.7,0.5166,0.3207,0,0
6630,Female,40,Black,Unaffiliated,Europe,Bachelor,0.8,54.1,47.2,73.8,0.3515,0.2065,0,0
6631,Male,52,White,Muslim,Europe,Master,1.5,59.1,62.4,47.2,0.4611,0.3238,0,0
6632,Male,31,Asian,Muslim,Africa,Bachelor,1.8,86.9,64.7,78.3,0.4937,0.2995,0,0
6633,Female,22,White,Christian,South America,High School,12.6,65.2,71.7,74.3,0.4661,0.3693,0,0
6634,Female,31,Asian,Christian,North America,Master,8.1,73.8,87.6,69.4,0.6511,0.5027,1,1
6635,Female,53,Asian,Christian,North America,High School,5.2,72.4,79.6,67.1,0.431,0.3097,0,0
6636,Male,22,Other,Muslim,Asia,High School,2.0,71.4,61.5,95.2,0.3865,0.2373,0,0
6637,Female,41,Hispanic,Christian,Africa,Bachelor,1.7,57.3,78.9,77.1,0.457,0.2732,0,0
6638,Female,22,White,Christian,Oceania,Bachelor,5.8,74.3,66.6,66.6,0.4885,0.4113,0,0
6639,Male,29,Hispanic,Muslim,Asia,Bachelor,3.4,63.1,75.1,62.2,0.4573,0.2343,0,0
6640,Male,27,White,Hindu,North America,Bachelor,3.5,73.9,76.9,68.4,0.4973,0.4861,0,1
6641,Female,23,Asian,Jewish,Europe,Master,7.7,69.0,75.4,90.4,0.6291,0.4448,1,0
6642,Female,40,White,Buddhist,Europe,Bachelor,5.5,72.5,78.8,82.3,0.534,0.4618,0,0
6643,Female,47,White,Muslim,Africa,Master,3.6,61.6,84.2,73.1,0.5769,0.3149,0,0
6644,Female,42,Asian,Christian,Asia,High School,8.5,73.2,74.9,72.4,0.4559,0.3044,0,0
6645,Male,33,White,Hindu,South America,Master,7.6,95.1,74.9,74.7,0.6714,0.5675,1,1
6646,Male,21,White,Christian,Asia,Bachelor,4.2,59.9,48.4,68.8,0.3927,0.3269,0,0
6647,Female,34,White,Hindu,North America,High School,2.5,59.5,61.8,66.0,0.3261,0.2584,0,0
6648,Female,39,Hispanic,Christian,Asia,Master,8.6,97.2,87.1,65.5,0.7068,0.4082,1,0
6649,Female,32,Black,Muslim,South America,High School,2.6,69.1,81.7,75.3,0.4159,0.175,0,0
6650,Female,46,Black,Christian,Asia,Master,7.0,66.6,74.8,88.3,0.6128,0.2894,1,0
6651,Male,31,Asian,Christian,North America,Bachelor,1.5,88.3,79.6,63.9,0.5168,0.4828,0,1
6652,Female,27,White,Christian,South America,High School,2.2,70.3,64.5,42.2,0.3275,0.2864,0,0
6653,Male,42,White,Christian,North America,Master,3.4,73.7,72.5,47.2,0.541,0.5462,0,1
6654,Male,41,Hispanic,Unaffiliated,South America,Bachelor,6.7,55.9,61.6,62.4,0.4325,0.2747,0,0
6655,Male,47,Black,Unaffiliated,Europe,Bachelor,7.8,65.4,71.1,76.0,0.5082,0.3261,0,0
6656,Male,38,White,Hindu,Asia,Master,4.7,56.1,87.7,77.5,0.588,0.4787,0,1
6657,Male,24,White,Unaffiliated,North America,Bachelor,2.5,44.7,78.8,68.6,0.4222,0.3979,0,0
6658,Male,21,White,Jewish,Asia,Master,2.6,76.6,61.1,62.0,0.5287,0.4209,0,0
6659,Male,21,White,Christian,Asia,Bachelor,6.0,83.4,27.6,61.1,0.4005,0.3267,0,0
6660,Male,27,White,Muslim,North America,Bachelor,1.6,64.6,58.1,80.2,0.4217,0.3467,0,0
6661,Female,46,White,Christian,South America,Master,4.2,87.6,67.6,53.5,0.5768,0.386,0,0
6662,Male,45,White,Hindu,Asia,Bachelor,5.4,66.5,49.2,76.0,0.4306,0.3243,0,0
6663,Male,28,White,Christian,Asia,PhD,2.1,83.1,70.2,75.3,0.6648,0.5744,1,1
6664,Female,41,Hispanic,Buddhist,South America,Bachelor,8.6,71.1,100.0,39.8,0.5621,0.3426,0,0
6665,Female,21,Asian,Muslim,North America,High School,4.5,46.8,55.0,88.0,0.3216,0.1897,0,0
6666,Female,45,White,Christian,North America,Bachelor,2.4,61.2,67.8,74.2,0.4391,0.3531,0,0
6667,Male,30,White,Unaffiliated,South America,Bachelor,5.9,98.5,100.0,61.5,0.6327,0.5193,1,1
6668,Female,39,Other,Unaffiliated,Europe,Bachelor,9.1,77.1,69.1,68.6,0.5337,0.3949,0,0
6669,Male,38,White,Unaffiliated,Africa,Master,1.1,62.2,78.8,81.5,0.5523,0.4313,0,0
6670,Male,37,Other,Jewish,Europe,Bachelor,6.1,68.5,79.8,62.5,0.5074,0.4198,0,0
6671,Male,21,White,Hindu,Europe,Bachelor,7.5,67.2,85.1,81.5,0.5546,0.4908,0,1
6672,Female,27,Asian,Christian,Europe,Bachelor,4.8,59.4,75.7,66.8,0.4679,0.3457,0,0
6673,Male,43,White,Christian,North America,Bachelor,5.4,70.2,97.1,87.9,0.5839,0.6152,0,1
6674,Male,38,White,Christian,North America,Master,14.4,84.5,61.3,59.3,0.6493,0.6712,1,1
6675,Male,22,Other,Christian,Asia,Bachelor,8.4,63.6,100.0,61.3,0.5687,0.4056,0,0
6676,Female,36,Other,Christian,Asia,Bachelor,3.7,71.8,69.5,59.5,0.4629,0.3033,0,0
6677,Female,22,White,Muslim,North America,Master,9.4,68.4,51.7,65.2,0.5471,0.3849,0,0
6678,Male,21,Other,Christian,North America,Bachelor,1.8,83.8,76.9,83.3,0.5253,0.433,0,0
6679,Female,26,White,Christian,Europe,Master,5.0,53.8,53.4,83.8,0.5003,0.4552,0,0
6680,Female,32,Black,Hindu,Europe,Bachelor,2.4,76.6,69.6,78.4,0.4871,0.3162,0,0
6681,Female,21,White,Christian,Africa,Master,2.8,70.1,66.8,59.0,0.5262,0.3466,0,0
6682,Male,41,White,Christian,Europe,Bachelor,7.5,51.6,68.8,100.0,0.4954,0.4833,0,1
6683,Female,25,Hispanic,Christian,Asia,Master,7.2,64.2,73.9,73.4,0.5876,0.3707,0,0
6684,Male,32,White,Christian,Asia,Bachelor,2.0,83.7,68.8,65.5,0.4827,0.4322,0,0
6685,Female,37,White,Unaffiliated,Asia,Master,6.4,60.6,84.2,71.7,0.5974,0.4452,1,0
6686,Male,51,White,Hindu,South America,Master,1.6,81.0,86.4,63.9,0.6014,0.4116,1,0
6687,Male,38,White,Christian,North America,High School,1.5,89.9,59.4,63.7,0.3826,0.3749,0,0
6688,Male,29,Black,Christian,Africa,Bachelor,2.8,76.8,57.2,79.3,0.4587,0.2928,0,0
6689,Female,23,White,Christian,Asia,Bachelor,2.6,80.1,76.1,86.5,0.5251,0.4063,0,0
6690,Male,21,Asian,Hindu,Europe,High School,2.8,47.6,68.1,64.4,0.3145,0.256,0,0
6691,Female,23,White,Unaffiliated,Europe,PhD,2.6,72.3,74.7,56.8,0.6317,0.511,1,1
6692,Male,31,White,Muslim,Africa,Bachelor,6.4,56.4,49.8,69.0,0.4075,0.2442,0,0
6693,Female,45,White,Hindu,North America,Bachelor,1.9,87.5,46.3,63.9,0.4284,0.3138,0,0
6694,Female,31,Black,Christian,Africa,Bachelor,1.3,80.7,88.3,63.8,0.5197,0.2807,0,0
6695,Female,27,White,Hindu,South America,Master,5.4,71.2,80.6,68.8,0.6013,0.4608,1,0
6696,Female,34,White,Christian,South America,Bachelor,5.5,65.0,94.5,55.2,0.5241,0.3931,0,0
6697,Female,49,White,Christian,Asia,Bachelor,5.3,59.1,76.5,89.4,0.502,0.3416,0,0
6698,Male,25,Asian,Muslim,Europe,High School,5.5,40.0,80.0,87.1,0.3801,0.2813,0,0
6699,Female,37,White,Christian,Asia,Master,7.7,60.5,44.2,74.6,0.5042,0.3741,0,0
6700,Male,29,Hispanic,Hindu,South America,Bachelor,4.3,65.0,44.9,90.8,0.4241,0.2972,0,0
6701,Female,35,White,Unaffiliated,South America,Bachelor,6.5,74.5,72.1,52.4,0.4923,0.3948,0,0
6702,Female,39,White,Christian,North America,High School,1.3,56.3,72.2,60.0,0.3282,0.2501,0,0
6703,Male,46,White,Christian,South America,High School,3.9,49.6,64.0,61.2,0.314,0.2732,0,0
6704,Male,32,White,Christian,Europe,Master,10.6,76.8,66.7,64.0,0.6173,0.5988,1,1
6705,Male,44,White,Christian,Europe,High School,4.5,57.1,49.1,82.2,0.3237,0.3105,0,0
6706,Female,37,Other,Muslim,Europe,Bachelor,8.5,53.1,80.9,100.0,0.5405,0.3402,0,0
6707,Female,21,White,Christian,North America,PhD,5.8,86.9,68.6,81.0,0.7095,0.6305,1,1
6708,Female,31,White,Hindu,Oceania,Bachelor,4.8,64.6,55.6,83.6,0.4474,0.3551,0,0
6709,Female,56,White,Hindu,Asia,Bachelor,6.1,80.7,79.3,66.2,0.5407,0.3298,0,0
6710,Female,31,White,Christian,Africa,Master,3.5,72.8,63.1,74.8,0.5487,0.4182,0,0
6711,Male,29,White,Hindu,North America,PhD,1.6,61.2,67.5,71.1,0.5941,0.5655,0,1
6712,Male,29,Asian,Unaffiliated,Europe,Bachelor,1.3,66.7,94.5,53.8,0.4896,0.4176,0,0
6713,Female,28,White,Christian,Asia,Bachelor,10.3,47.7,72.3,58.2,0.4677,0.3789,0,0
6714,Female,21,Hispanic,Muslim,North America,Bachelor,8.0,76.8,69.4,63.7,0.518,0.273,0,0
6715,Female,21,White,Muslim,South America,Bachelor,3.6,79.4,52.6,87.2,0.4696,0.2518,0,0
6716,Male,25,White,Hindu,North America,Bachelor,5.6,82.4,36.3,74.4,0.4346,0.4187,0,0
6717,Male,29,White,Christian,North America,Bachelor,6.0,71.9,80.3,58.3,0.511,0.5206,0,1
6718,Male,38,White,Buddhist,Europe,Bachelor,1.2,53.3,79.4,75.2,0.4417,0.4041,0,0
6719,Male,29,White,Muslim,North America,Bachelor,2.0,98.2,55.7,84.3,0.5064,0.435,0,0
6720,Male,34,White,Christian,North America,Bachelor,10.3,74.7,66.6,85.4,0.5526,0.5555,0,1
6721,Female,21,White,Hindu,North America,Bachelor,4.3,89.6,60.0,73.0,0.5031,0.397,0,0
6722,Male,21,Hispanic,Unaffiliated,Oceania,Bachelor,2.7,68.9,28.2,64.4,0.3415,0.2669,0,0
6723,Female,36,White,Buddhist,Africa,Master,11.3,49.2,63.9,68.7,0.554,0.3692,0,0
6724,Male,39,Hispanic,Unaffiliated,Asia,Bachelor,1.7,65.7,50.6,63.3,0.384,0.2281,0,0
6725,Female,42,White,Christian,Africa,Master,3.8,69.8,94.3,66.9,0.6184,0.4703,1,0
6726,Male,45,Asian,Christian,North America,Master,2.4,79.9,38.8,78.2,0.4951,0.3913,0,0
6727,Male,46,White,Muslim,Asia,Master,5.2,75.2,52.7,67.5,0.5324,0.346,0,0
6728,Male,39,White,Christian,Africa,Bachelor,5.0,64.1,60.2,74.7,0.4493,0.3773,0,0
6729,Non-Binary,27,Other,Hindu,Asia,Bachelor,3.7,70.8,97.9,85.0,0.5689,0.3533,0,0
6730,Female,35,White,Christian,Asia,Master,4.0,81.7,54.4,80.6,0.5587,0.4218,0,0
6731,Male,29,Black,Muslim,Asia,High School,7.0,69.8,59.8,71.2,0.3921,0.1899,0,0
6732,Male,30,Black,Hindu,Oceania,Bachelor,5.1,76.4,68.5,68.6,0.4952,0.3406,0,0
6733,Female,36,White,Muslim,Africa,Bachelor,0.6,62.6,87.7,73.8,0.4799,0.3,0,0
6734,Male,45,Other,Christian,Asia,Master,4.5,72.0,85.3,61.7,0.5991,0.4111,1,0
6735,Male,40,Asian,Unaffiliated,North America,Bachelor,7.1,70.7,55.6,75.8,0.4729,0.438,0,0
6736,Female,32,Hispanic,Jewish,Asia,Master,1.2,59.9,75.8,54.0,0.5051,0.2944,0,0
6737,Female,33,Other,Muslim,Asia,Bachelor,5.8,73.7,65.2,76.3,0.4954,0.2464,0,0
6738,Male,36,White,Hindu,South America,Bachelor,4.6,67.4,72.9,67.1,0.4786,0.3928,0,0
